query,top tables,target table,target answer
tv channel in india for fifa world cup,List of Premier League broadcasters_3ACA2C1CA8B6093E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2017–18 EFL Cup_48C463EDF2959F27,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,England national football team_264368DC34BCD46D,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2017 FA Community Shield_48C463EDF2959F27,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2017–18 Liverpool F.C. season_264368DC34BCD46D,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2006 UEFA Champions League Final_801EC221767B67D4,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2017–18 FA Cup_D8C04468AF9B3941,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2017–18 Premier League_D8C04468AF9B3941,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,WWE Network (Canada)_DC6E9E097F4A61B7,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 Copa del Rey Final_2D94862931F77E6A,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2017–18 Manchester City F.C. season_866DA8B5D63A5F5,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of songs recorded by the Beatles_C59D07C06A831E93,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Media cross-ownership in the United States_F0A223B6A9022174,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Hallmark Channel_4CFCE3FEC2D18F4B,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2010 UEFA Champions League Final_92669619033A12EC,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,New Delhi_8513B31E226AB9CF,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,India men's national field hockey team_B2593F2639AA249C,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Italy national football team_347D53E2F83388DB,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Smithsonian Channel_C8D90DD456E9247A,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Sam Heughan_DFBCE06065550337,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,England women's national football team_82D69A8D77414F28,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Australia national soccer team records_2F5A6384EB261705,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,1975 Cricket World Cup Final_CE0A56878E8D77CF,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,1983 Cricket World Cup Final_CE0A56878E8D77CF,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2003 Cricket World Cup Final_4F8186C86C16B43E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2015 Cricket World Cup Final_CE0A56878E8D77CF,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Channel 4_B20525635917FD5B,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Wynonna Earp (TV series)_D426889389A9256E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2017–18 West Bromwich Albion F.C. season_D8C04468AF9B3941,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,1983 Cricket World Cup Final_35213A8B69D8D076,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2015 Cricket World Cup Final_35213A8B69D8D076,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Delhi_9CA8175F77F76796,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,1983 Cricket World Cup Final_2FCC6C4D4BBE0FAB,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,The Beatles_2974E36067CDECBB,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2017 MLS All-Star Game_76F83580B2B08DF4,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2017 UEFA Super Cup_76F83580B2B08DF4,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of newspapers in the United Kingdom by circulation_A67D18FC66617A91,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of Cricket World Cup records_CE0A56878E8D77CF,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2011 Cricket World Cup_E56DB88D20CC7B5C,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Channel 5 (UK)_8BBF6A881CE91CA9,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Italy national football team_6236894AAF8C6520,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of Cricket World Cup finals_67C41C62B293F725,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Fifth Beatle_393F3C672B3A9ABD,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,George Harrison_81955368B17083D0,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Paul McCartney_81955368B17083D0,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Pete Best_81955368B17083D0,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Pardes Mein Hai Mera Dil_A6CEFFEFEC5A12DD,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2016–17 Chelsea F.C. season_D6E882C5D461B95F,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Italy national football team_B24EE6FE6CA7C918,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2016 UEFA Champions League Final_9E8C5B76904F0F19,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2017 UEFA Champions League Final_9E8C5B76904F0F19,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,India women's national cricket team_4051CB6E0A7E7EFB,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2016–17 Manchester United F.C. season_D6E882C5D461B95F,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2016–17 Newcastle United F.C. season_D6E882C5D461B95F,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,"Murder, She Wrote_15EC7441E71F6D66",2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,MTV (UK and Ireland)_43FA42B35DD9ACA7,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Shea Stadium_380AD0311D3D0B8D,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,I Didn't Do It (TV series)_591C1F7267D73AA1,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Sony/ATV Music Publishing_81955368B17083D0,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Ghana national under-20 football team_4F4FE53ACE4BE323,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,India women's national cricket team_52B916475B641123,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Candlestick Park_EBC8ECAF77FB8528,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Fastest goals in association football_80D66738B46F50A0,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,The Beatles in the United States_2974E36067CDECBB,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,S/PDIF_7005CB04A63EE7E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,The Beatles in the United States_393F3C672B3A9ABD,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2017 UEFA Super Cup_1A2982F753E44C84,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,India national football team_F52B96F6798EDD7E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Channel 4_24378E0CE5DACF4,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,The Beatles discography_380AD0311D3D0B8D,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,The Beatles timeline_65DDD3AC4001B94E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Kevin Harvick_DFB3AF2310784584,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,PlayStation 4_7005CB04A63EE7E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,FA Community Shield_E78080AE61671AB4,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2017 Daytona 500_DFB3AF2310784584,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 Daytona 500_DFB3AF2310784584,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,FIFA Club World Cup_65906DEBF92D3380,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Channel 5 (UK)_30AE46747FAE37B0,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of original programs distributed by Amazon_A904DCB382129E41,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,History of Africa_956B24001A6B1159,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Sierra Nevada Brewing Company_1750935B50216A92,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Savile Row_AA46AA6DD1872FD,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Breakfast television_D300D4BA20242DF,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Indian Super League_70EE0FFD37887589,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Drama (UK TV channel)_745FA5669AC91B29,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Hannah Montana_7614A445E9F9D869,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Drama (UK TV channel)_1B9FA225A19EEAAE,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Are You the One?_B204B14B9F184D74,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Big Brother (UK TV series)_B7F963CAC83C314,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,The Beatles' recording sessions_393F3C672B3A9ABD,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Ghana national football team_CFF4B9B68A1CC3B9,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,1999 UEFA Champions League Final_23E79E30831E44B0,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Ghana national under-20 football team_D1F2AB664533DD39,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Break-up of the Beatles_EB4C675C5943F768,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Google Play_4B5B635DBE6CA273,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,YouTube_DF8AB17A825594D8,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of India Test cricket records_A41CE51874803221,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of India national cricket captains_2A666FA8D2F6A2A4,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,The Beatles' rooftop concert_BECF4C496DD62FA9,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,India women's national cricket team_DC1D1C4179C79E01,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of the Beatles' instruments_393F3C672B3A9ABD,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,The Beatles' 1966 US tour_393F3C672B3A9ABD,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
